#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE36B6
#Date Time: 2020-09-20 21:06:41.813
#Start: 15420 Hz
#Stop: 17420 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42919 V
#Offset: -0.00029355 V
#Relative: no
#Channel: Channel 2
#Range: 5.49309 V
#Offset: 0.000174127 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
17286.66666666667,0.01978055104592888,-21.51854314709762,-70.39192561392103
17300,0.0198435561756708,-21.62867027879831,-70.62747962763027
17313.33333333333,0.02003924722208393,-21.73593328108426,-70.83267252882008
17326.66666666667,0.02034026278669179,-21.83981661469849,-71.05409122071433
17340,0.0207465632028166,-21.94234331249361,-71.31855002056056
17353.33333333333,0.02068332503031217,-22.04259447264763,-71.48017156316719
17366.66666666667,0.0200029881783133,-22.14626389440956,-71.68956490643258
17380,0.02066453509496766,-22.24811230160561,-71.859025266784
17393.33333333333,0.02128775728572226,-22.33773068210726,-72.06778675759563
17406.66666666667,0.02097046476091737,-22.43837602604338,-72.30660107593208
